********************************************************************************
product = Open Liberty 24.0.0.11 (wlp-1.0.95.cl241120241021-1102)
wlp.install.dir = C:/Users/pauli/OneDrive/Pulpit/semestr 7/Jee/lab5/jee5/jee4-master/Jee4/target/liberty/wlp/
java.home = C:\Users\pauli\.jdks\temurin-17.0.12
java.version = 17.0.12
java.runtime = OpenJDK Runtime Environment (17.0.12+7)
os = Windows 11 (10.0; amd64) (pl_PL)
process = 49648@Dell
Classpath = C:\Users\pauli\OneDrive\Pulpit\semestr 7\Jee\lab5\jee5\jee4-master\Jee4\target\liberty\wlp\bin\tools\ws-server.jar
Java Library path = C:\Users\pauli\.jdks\temurin-17.0.12\bin;C:\Windows\Sun\Java\bin;C:\Windows\system32;C:\Windows;C:\Program Files\PlasticSCM5\server;C:\Program Files\PlasticSCM5\client;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Program Files\dotnet\;C:\Program Files\Microsoft SQL Server\Client SDK\ODBC\170\Tools\Binn\;C:\Program Files\Git\cmd;C:\Program Files\nodejs\;C:\Program Files\Microsoft SQL Server\150\DTS\Binn\;C:\Program Files\Azure Data Studio\bin;C:\Program Files\Microsoft SQL Server\160\DTS\Binn\;C:\Program Files\Microsoft SQL Server\130\DTS\Binn\;C:\Program Files\Microsoft SQL Server\140\DTS\Binn\;C:\Program Files\Microsoft SQL Server\130\Tools\Binn\;C:\Program Files (x86)\Microsoft SQL Server\160\DTS\Binn\;C:\Program Files (x86)\Microsoft SQL Server\150\DTS\Binn\;C:\Program Files (x86)\Microsoft SQL Server\110\DTS\Binn\;C:\Program Files (x86)\Microsoft SQL Server\120\DTS\Binn\;C:\Program Files (x86)\Microsoft SQL Server\130\DTS\Binn\;C:\Program Files (x86)\Microsoft SQL Server\140\DTS\Binn\;C:\Program Files (x86)\Microsoft SQL Server\150\Tools\Binn\;C:\Program Files\Microsoft SQL Server\150\Tools\Binn\;C:\Program Files (x86)\Microsoft SQL Server\160\Tools\Binn\;C:\Program Files\Microsoft SQL Server\160\Tools\Binn\;C:\Program Files\Docker\Docker\resources\bin;C:\Users\pauli\AppData\Local\Programs\Python\Python311\Scripts\;C:\Users\pauli\AppData\Local\Programs\Python\Python311\;C:\Users\pauli\AppData\Local\Microsoft\WindowsApps;C:\Users\pauli\.dotnet\tools;C:\Program Files\JetBrains\PyCharm Community Edition 2023.1.1\bin;C:\Program Files\JetBrains\IntelliJ IDEA Community Edition 2023.1.2\bin;C:\Users\pauli\AppData\Roaming\npm;C:\Program Files\JetBrains\IntelliJ IDEA 2023.2.3\bin;C:\Users\pauli\AppData\Local\Programs\Microsoft VS Code\bin;C:\Program Files\Azure Data Studio\bin;C:\Users\pauli\.dotnet\tools;C:\Program Files\JetBrains\IntelliJ IDEA 2024.2.3\bin;;.
********************************************************************************
[05.11.2024, 00:55:47:592 CET] 00000001 com.ibm.ws.kernel.launch.internal.FrameworkManager           A CWWKE0001I: Serwer defaultServer zosta³ uruchomiony.
[05.11.2024, 00:55:48:749 CET] 00000001 com.ibm.ws.kernel.launch.internal.FrameworkManager           I CWWKE0002I: J¹dro zosta³o uruchomione po 1,537 sek. s
[05.11.2024, 00:55:48:776 CET] 00000031 com.ibm.ws.kernel.feature.internal.FeatureManager            I CWWKF0007I: Uruchomiono aktualizacjê sk³adnika.
[05.11.2024, 00:55:49:452 CET] 00000025 com.ibm.ws.app.manager.internal.monitor.DropinMonitor        A CWWKZ0058I: Monitorowanie aplikacji w katalogu dropins.
[05.11.2024, 00:55:49:930 CET] 00000025 org.jboss.weld.Version                                       I WELD-000900: 5.1.1 (SP2)
[05.11.2024, 00:55:50:245 CET] 00000037 com.ibm.ws.app.manager.AppMessageHelper                      I CWWKZ0018I: Uruchamianie aplikacji lab1-1.0-SNAPSHOT.
[05.11.2024, 00:55:50:247 CET] 00000037 bm.ws.app.manager.war.internal.WARDeployedAppInfoFactoryImpl I CWWKZ0134I: Aplikacja lab1-1.0-SNAPSHOT u¿ywa luŸnej definicji aplikacji w po³o¿eniu C:\Users\pauli\OneDrive\Pulpit\semestr 7\Jee\lab5\jee5\jee4-master\Jee4\target\liberty\wlp\usr\servers\defaultServer\dropins\lab1-1.0-SNAPSHOT.war.xml.
[05.11.2024, 00:55:53:251 CET] 00000037 com.ibm.ws.recoverylog.spi.RecoveryDirectorImpl              I CWRLS0010I: Trwa przetwarzanie operacji odtwarzania w przypadku lokalnego serwera produktu WebSphere (defaultServer).
[05.11.2024, 00:55:53:349 CET] 00000037 com.ibm.ws.recoverylog.spi.RecoveryDirectorImpl              I CWRLS0012I: Wszystkie us³ugi trwa³e zosta³y skierowane do przetwarzania operacji odtwarzania dla tego serwera produktu WebSphere (defaultServer).
[05.11.2024, 00:55:53:350 CET] 0000003f com.ibm.tx.jta.impl.RecoveryManager                          I WTRN0135I: Us³uga transakcji nie odzyska³a ¿adnych transakcji.
[05.11.2024, 00:55:55:073 CET] 00000037 eclipselink                                                  I CWWJP9990I: [eclipselink] EclipseLink, wersja: Eclipse Persistence Services - 4.0.3.v202405220658
[05.11.2024, 00:55:56:869 CET] 00000037 com.ibm.ws.rsadapter.impl.DatabaseHelper                     I DSRA8203I: Nazwa bazy danych: H2.
[05.11.2024, 00:55:56:872 CET] 00000037 com.ibm.ws.rsadapter.impl.DatabaseHelper                     I DSRA8204I: Wersja bazy danych: 2.2.220 (2023-07-04).
[05.11.2024, 00:55:56:872 CET] 00000037 com.ibm.ws.rsadapter.impl.DatabaseHelper                     I DSRA8205I: Nazwa sterownika interfejsu JDBC: H2 JDBC Driver.
[05.11.2024, 00:55:56:872 CET] 00000037 com.ibm.ws.rsadapter.impl.DatabaseHelper                     I DSRA8206I: Wersja sterownika interfejsu JDBC: 2.2.220 (2023-07-04).
[05.11.2024, 00:55:57:016 CET] 00000037 eclipselink.server                                           W CWWJP9991W: [eclipselink.server] Znajdowanie serwera komponentu MBean nie powiod³o siê: null or empty List returned from MBeanServerFactory.findMBeanServer(null)
[05.11.2024, 00:56:00:725 CET] 00000037 org.jboss.weld.Event                                         I WELD-000411: Observer method [BackedAnnotatedMethod] org.apache.myfaces.config.annotation.CdiAnnotationProviderExtension.processAnnotatedType(@Observes ProcessAnnotatedType<T>) receives events for all annotated types. Consider restricting events using @WithAnnotations or a generic type with bounds.
[05.11.2024, 00:56:02:288 CET] 00000037 com.ibm.ws.session.WASSessionCore                            I SESN8501I: Mened¿er sesji nie znalaz³ po³o¿enia trwa³ej pamiêci masowej. Obiekty HttpSession bêd¹ zapisywane w pamiêci lokalnego serwera aplikacji.
[05.11.2024, 00:56:02:304 CET] 00000037 com.ibm.ws.webcontainer.osgi.webapp.WebGroup                 I SRVE0169I: £adowanie modu³u WWW: lab1-1.0-SNAPSHOT.
[05.11.2024, 00:56:02:309 CET] 00000037 com.ibm.ws.webcontainer                                      I SRVE0250I: Modu³ WWW lab1-1.0-SNAPSHOT zosta³ powi¹zany z hostem wirtualnym default_host.
[05.11.2024, 00:56:02:311 CET] 00000037 com.ibm.ws.http.internal.VirtualHostImpl                     A CWWKT0016I: Dostêpna aplikacja WWW (default_host): http://localhost:9080/perfumes/
[05.11.2024, 00:56:02:345 CET] 00000032 com.ibm.ws.session.WASSessionCore                            I SESN0176I: W odniesieniu do klucza aplikacji default_host/perfumes zostanie utworzony nowy kontekst sesji.
[05.11.2024, 00:56:02:366 CET] 00000033 com.ibm.ws.webcontainer.osgi.mbeans.PluginGenerator          I SRVE9103I: Automatycznie wygenerowano plik konfiguracyjny wtyczki serwera WWW dla tego serwera w katalogu C:\Users\pauli\OneDrive\Pulpit\semestr 7\Jee\lab5\jee5\jee4-master\Jee4\target\liberty\wlp\usr\servers\defaultServer\logs\state\plugin-cfg.xml.
[05.11.2024, 00:56:02:367 CET] 00000032 com.ibm.ws.util                                              I SESN0172I: Mened¿er sesji korzysta przy generowaniu identyfikatora sesji z domyœlnej implementacji klasy SecureRandom jêzyka Java.
[05.11.2024, 00:56:02:413 CET] 00000032 org.apache.myfaces.webapp.MyFacesContainerInitializer        I Using io.openliberty.faces40.internal.ee.WASMyFacesContainerInitializer
[05.11.2024, 00:56:02:821 CET] 00000032 org.apache.myfaces.config.DefaultFacesConfigurationProvider  I Found jakarta.faces.application.ApplicationFactory factory implementation: io.openliberty.faces40.internal.config.WASApplicationFactoryImpl
[05.11.2024, 00:56:03:182 CET] 00000032 org.apache.myfaces.util.ExternalSpecifications               I MyFaces Core CDI support enabled
[05.11.2024, 00:56:03:191 CET] 00000032 org.apache.myfaces.util.ExternalSpecifications               I MyFaces Core Bean Validation support disabled
[05.11.2024, 00:56:03:417 CET] 00000032 org.apache.myfaces.webapp.WebConfigParamsLogger              I Scanning for context init parameters not defined. It is not necessary to define them all into your web.xml, they are just provided here for informative purposes. To disable this messages set org.apache.myfaces.LOG_WEB_CONTEXT_PARAMS config param to 'false'
[05.11.2024, 00:56:03:418 CET] 00000032 org.apache.myfaces.webapp.WebConfigParamsLogger              I Init context parameter found 'jakarta.faces.PROJECT_STAGE' set to 'Development'
[05.11.2024, 00:56:03:418 CET] 00000032 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'jakarta.faces.RESOURCE_EXCLUDES' found, using default value '.class .jsp .jspx .properties .xhtml .groovy'.
[05.11.2024, 00:56:03:418 CET] 00000032 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'jakarta.faces.STATE_SAVING_METHOD' found, using default value 'server'.
[05.11.2024, 00:56:03:418 CET] 00000032 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'jakarta.faces.FULL_STATE_SAVING_VIEW_IDS' found.
[05.11.2024, 00:56:03:419 CET] 00000032 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'jakarta.faces.PARTIAL_STATE_SAVING' found, using default value 'true (false with 1.2 webapps)'.
[05.11.2024, 00:56:03:419 CET] 00000032 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'jakarta.faces.SERIALIZE_SERVER_STATE' found, using default value 'false'.
[05.11.2024, 00:56:03:419 CET] 00000032 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'jakarta.faces.DEFAULT_SUFFIX' found, using default value '.xhtml'.
[05.11.2024, 00:56:03:419 CET] 00000032 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'jakarta.faces.FACELETS_SUFFIX' found, using default value '.xhtml'.
[05.11.2024, 00:56:03:419 CET] 00000032 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'jakarta.faces.FACELETS_VIEW_MAPPINGS' found.
[05.11.2024, 00:56:03:419 CET] 00000032 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'jakarta.faces.FACELETS_BUFFER_SIZE' found, using default value '1024'.
[05.11.2024, 00:56:03:419 CET] 00000032 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'jakarta.faces.FACELETS_DECORATORS' found.
[05.11.2024, 00:56:03:419 CET] 00000032 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'jakarta.faces.FACELETS_LIBRARIES' found.
[05.11.2024, 00:56:03:419 CET] 00000032 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'jakarta.faces.FACELETS_REFRESH_PERIOD' found, using default value '-1'.
[05.11.2024, 00:56:03:419 CET] 00000032 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'jakarta.faces.VALIDATE_EMPTY_FIELDS' found, using default value 'auto'.
[05.11.2024, 00:56:03:420 CET] 00000032 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'jakarta.faces.INTERPRET_EMPTY_STRING_SUBMITTED_VALUES_AS_NULL' found, using default value 'false'.
[05.11.2024, 00:56:03:420 CET] 00000032 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.CLEAR_INPUT_WHEN_SUBMITTED_VALUE_IS_NULL_OR_EMPTY' found, using default value 'true'.
[05.11.2024, 00:56:03:420 CET] 00000032 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'jakarta.faces.ALWAYS_PERFORM_VALIDATION_WHEN_REQUIRED_IS_TRUE' found, using default value 'false'.
[05.11.2024, 00:56:03:420 CET] 00000032 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'jakarta.faces.VIEWROOT_PHASE_LISTENER_QUEUES_EXCEPTIONS' found, using default value 'false'.
[05.11.2024, 00:56:03:420 CET] 00000032 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'jakarta.faces.DATETIMECONVERTER_DEFAULT_TIMEZONE_IS_SYSTEM_TIMEZONE' found, using default value 'false'.
[05.11.2024, 00:56:03:421 CET] 00000032 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'org.apache.myfaces.ENUM_CONVERTER_ALLOW_STRING_PASSTROUGH' found, using default value 'false'.
[05.11.2024, 00:56:03:421 CET] 00000032 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'jakarta.faces.CLIENT_WINDOW_MODE' found, using default value 'none'.
[05.11.2024, 00:56:03:421 CET] 00000032 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'jakarta.faces.NUMBER_OF_CLIENT_WINDOWS' found, using default value '10'.
[05.11.2024, 00:56:03:421 CET] 00000032 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'jakarta.faces.validator.DISABLE_DEFAULT_BEAN_VALIDATOR' found, using default value 'true'.
[05.11.2024, 00:56:03:421 CET] 00000032 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'jakarta.faces.validator.ENABLE_VALIDATE_WHOLE_BEAN' found, using default value 'false'.
[05.11.2024, 00:56:03:421 CET] 00000032 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'jakarta.faces.CONFIG_FILES' found.
[05.11.2024, 00:56:03:421 CET] 00000032 org.apache.myfaces.webapp.WebConfigParamsLogger              I No context init parameter 'jakarta.faces.LIFECYCLE_ID' found.
